id,name,description,address,floor,lat,lng,restricted,restriction,disabled_access,url,phone_number,twitter_screen_name,facebook_url,atmosphere_disciplined,atmosphere_relaxed,atmosphere_historic,atmosphere_modern,atmosphere_inspiring,atmosphere_cosy,atmosphere_social,atmosphere_friendly,facility_food_drink,facility_daylight,facility_views,facility_large_desks,facility_free_wifi,facility_no_wifi,facility_computers,facility_laptops_allowed,facility_sockets,facility_signal,facility_printers_copiers,facility_whiteboards,facility_projector,facility_outdoor_seating,facility_bookable,facility_toilets,facility_refreshments,facility_break,expensive,created_at,updated_at,access_id,space_type_id,library_id,noise_id,work_private,work_close,work_friends,work_group,term_time_hours_id,out_of_term_hours_id,email_address,editors,facility_wheelchair_accessible,facility_blue_badge_parking,facility_accessible_toilets,facility_induction_loops,facility_adjustable_furniture,facility_individual_study_space,facility_gender_neutral_toilets,facility_bike_racks,facility_smoking_area,facility_baby_changing,facility_prayer_room,opentimes_before_9am,opentimes_after_7pm,opentimes_saturday,opentimes_sunday,booking_url
24,English Faculty Library,"Located on the Sidgwick site, entrance on the ground floor of the Faculty of English building, just off West Road. Possibly the only salmon pink Faculty building in Cambridge","9 West Road, Cambridge, CB3 9DP", ,52.202251,0.108416,f,,f,http://lib.english.cam.ac.uk/,01223 335077,eflcam,pages/English-Faculty-Library-University-of-Cambridge/28041366487?fref=ts,t,t,f,t,f,t,f,f,t,t,f,t,t,f,t,t,t,t,f,f,f,f,f,t,t,t,,52:07.6,37:45.6,3,5,6,2,t,t,t,f,2119,2120,,"eat21@cam.ac.uk, brs35@cam.ac.uk",t,f,t,f,t,t,t,t,t,f,f,,,,,
75,Astronomy: Library Room C,"This is a large room in the old Cambridge Observatory (1823) and the original location of the Observatory Library.  It has a large table, comfortable chairs, and a journals display.","Institute of Astronomy
Madingley Road
Cambridge
CB3 0HA",Ground,52.21458,0.09533,t,Steps at front of building.  Narrow corridors.,f,http://www.ast.cam.ac.uk/library,01223 337537,,,f,f,t,f,f,f,t,f,f,t,t,t,f,f,f,t,t,f,f,f,f,f,f,t,t,t,,33:54.5,16:00.9,4,5,9,3,f,t,t,t,1667,1668,ioalib@ast.cam.ac.uk,,f,f,f,f,f,f,t,t,f,f,f,,,,,
64,Whipple Old Library," A comfortable room with large tables and viewing windows through to the Museum's New Gallery (which is open to the public in the afternoons), and historic scientific instruments on the windowsills.","Whipple Library
Department of History and Philosophy of Science
Free School Lane
Cambridge",1st floor,52.20292,0.11937,f,Access through main library (use swipecard entrance after 17:30 in term time),t,http://www.hps.cam.ac.uk/library/,01223 334547,hpslib,pages/Whipple-Library-University-of-Cambridge/62966357372,f,f,f,f,t,f,f,t,f,t,f,t,t,f,t,t,t,f,t,f,f,f,f,t,f,f,,05:07.1,51:10.7,3,5,12,1,t,t,f,f,1839,1840,hpslib@hermes.cam.ac.uk,cm553@cam.ac.uk,f,f,f,f,f,f,f,t,f,f,f,,,,,
134,Rayleigh Library: Common Reading Area,"An area with ten comfortable chairs with low coffee tables where you can sit in comfort and read a book, the latest periodicals or student newspapers.","1st Floor
Bragg Building
Cavendish Laboratory 
19 J J Thomson Avenue 
Cambridge 
CB3 0HE ",,52.20922,0.09248,t,The Library is open to staff and students in the Department of Physics and other members of the University of Cambridge who are entitled to borrow books.,f,http://www.phy.cam.ac.uk/internal_resources/library,01223 337414,RayLibCam,Rayleigh-Library-Cavendish-Laboratory-University-of-Cambridge-1464557683856342/,t,t,f,f,f,f,f,t,f,f,f,f,t,f,f,t,f,t,f,f,f,f,f,t,t,t,,45:16.1,26:58.9,4,5,26,2,t,t,f,f,1711,1712,librarian@phy.cam.ac.uk ,,t,t,f,f,f,t,f,t,t,f,f,,,,,
221,Careers Service Library,"A beautiful library space, in the Student Services Centre, with a few quiet corners in which to study.

Outside of Cambridge Full Term the Library closes between 13:00 and 14:00 each day.","Careers Service Library,
Student Services Centre,
Bene’t Street,
CB2 3PT",,52.203867,0.119162,f,Open to members of the University of Cambridge only,,https://www.careers.cam.ac.uk/library/index.asp,01223 338283,unicamcareers,unicamcareers,f,t,t,f,t,f,f,t,f,t,f,f,t,f,f,t,t,t,t,f,f,f,f,t,t,t,,53:43.0,53:43.0,3,5,,2,f,t,f,f,2005,2006,,,t,t,t,f,f,f,t,t,f,t,t,,,,,
29,Education Library - Lily Pad 1,"Large desks on the upper floor of the Library, with access to plugs for laptops and WIFI. A cosy study space under the eaves on one side, airier views into the internal 'Street' of the Faculty on the other. Easy access to education journals. Best for solo study and research. ","184 Hills Road, Cambridge, CB2 8PQ",,52.186667,0.136944,t,DMB has access restrictions where Library is located; card controlled; Faculty Reception staff on duty during office hours,t,http://www.educ.cam.ac.uk/library/,01223 767700,edfaclib,pages/Education-Faculty-Library-University-of-Cambridge/638858689457909?fref=ts,f,f,f,t,t,t,t,t,f,t,f,t,t,f,f,t,t,t,f,f,f,f,f,t,t,t,,52:08.1,52:56.2,3,5,7,2,f,f,f,f,1739,1740,,"art38@cam.ac.uk,",f,f,f,f,f,f,f,t,f,f,f,,,,,
107,Geography Library - Periodicals Room,A large room used as a silent study area during the mornings. During the afternoons the space can be booked for meetings and group discussions by members of the Geography Department.,"Department of Geography
Downing Place
Cambridge
CB2 3EN",,52.2018,0.12378,f,,f,http://www.geog.cam.ac.uk/library/,01223 333391,,,t,f,f,f,f,f,f,f,f,t,t,t,t,f,f,t,f,t,f,f,f,f,t,t,f,f,,17:12.5,29:35.9,4,5,23,4,t,t,t,t,1899,1900,library@geog.cam.ac.uk,rcc23@cam.ac.uk,f,f,t,f,f,f,t,t,f,f,f,,,,,
180,Materials Science Library: Main Reading Room,"The library is situated on the ground floor of the building.  It is a bright and airy, friendly place in which to work. For safety reasons, access is restricted to card holders only. To access the library you will need to contact the Librarian and pass a (very basic) safety test.  The main reading room has 12 work stations, and a PC which can be used to browse the internet.  The Librarian is Cristina Burton.","Department of Materials Science & Metallurgy
27 Charles Babbage Road
Cambridge 
CB3 0FS
",1st,52.20954,0.08423,t,To access the library you will need to contact the Librarian and pass a (very basic) safety test.,t,http://www.msm.cam.ac.uk/library/,+44(01)1223 334318,,,f,t,f,t,f,f,t,t,f,t,f,t,t,f,f,t,t,f,t,f,f,f,f,t,f,t,,40:52.2,16:25.6,3,5,30,2,f,t,t,f,1751,1752,library@msm.cam.ac.uk,,t,t,t,f,t,f,f,t,f,f,f,,,,,
9,Moore Library - Lower Ground Floor,"A mixed use area of the library allowing for both quiet study and group discussion; and despite being below ground level, ample natural light enters this floor at the right-hand side from the landscaped valley in which the central core building sits.","Wilberforce Road, Cambridge CB3 0WD",Lower Ground Floor,52.210174,0.103238,t,Validated University card access outside staffed hours,t,http://moore.libraries.cam.ac.uk/,01223 765670,MooreLib,moorelib,t,t,f,t,t,t,t,t,t,t,f,t,t,f,t,t,t,f,t,t,f,f,t,t,t,t,,52:06.2,48:30.7,4,5,3,3,t,t,t,t,1837,1838,moore-library@lib.cam.ac.uk,sjg22@cam.ac.uk,t,f,t,f,f,t,t,f,f,f,f,,,,,
205,The Old Bicycle Shop,"The Old Bicycle Shop has a quirky interior designed to celebrate the heritage of the original bicycle shop. Good for a quick coffee, brunch or dinner. Is quieter during weekdays, but evenings and weekends are very busy. Has a room upstairs that is free to book, but expect to need a larger group and to buy a meal in order to book.","104 Regent Street,
Cambridge, 
CB2 1DP",Ground,52.200203,0.126249,f,,,http://www.oldbicycleshop.com/,(01223) 859909,oldbicycleshop,oldbicycleshop,f,t,f,t,f,t,t,t,t,f,f,t,t,f,f,f,f,t,f,f,f,t,t,t,t,t,4,43:00.0,43:00.0,4,1,,5,f,t,t,t,1853,1854, INFO@OLDBICYCLESHOP.COM,,f,f,f,f,f,f,f,f,t,f,f,,,,,
210,The Edge Cafe,"Social enterprise cafe, food, tables and sense of community.","351 Mill Road, Cambridge,
CB1 3DF",,52.197569,0.153497,f,,,http://theedgecafecambridge.org/,01223 212 478,theEDGEcafe,theedgecafecambridge,f,t,f,f,f,f,t,t,t,t,f,f,f,f,f,f,f,f,f,f,f,f,f,t,t,f,1,59:19.6,59:19.6,4,2,,3,f,f,t,t,1863,1864,hello@theedgecafecambridge.com ,,t,f,t,f,f,f,f,f,f,f,f,,,,,
211,The Tram Depot,"Real ales and good pizza, The Tram Depot is a spacious pub that is a nice mix of traditional and modern.","Dover Street
Cambridge
CB1 1DY ",Ground,52.204644,0.132783,f,,,https://tramdepotcambridge.wordpress.com/,01223 324553,tramdepotcambs,tramdepotcambs,f,t,f,t,f,t,t,t,t,t,t,t,f,f,f,t,f,f,f,f,f,t,f,t,t,t,5,05:56.5,05:56.5,4,1,,5,t,t,t,t,1865,1866,,,f,f,f,f,f,f,f,t,f,f,f,,,,,
204,Bread and Meat,Cafe serving excellent roast meat sandwiches (according to official advertising),"4 Benet Street
Cambridge
CB2 3QN",,52.204105,0.118283,f,,,http://breadandmeat.co.uk/,7918083057,BreadAndMeatCam,BreadandMeatCambridge,f,t,f,f,f,f,t,f,f,f,f,f,t,f,f,t,f,f,f,f,f,f,f,t,t,t,4,38:19.1,44:16.3,4,1,,4,f,t,t,f,1867,1868,info@breadandmeat.co.uk,,f,f,f,f,f,f,f,f,f,f,f,,,,,
160,Aromi (Fitzroy Street),"Extremely popular Sicilian café.  Expect to need to buy food to keep your table.  The cafe is always very busy; it is a good place to meet up with friends, but not for work that needs concentration.  ","30 Fitzroy Street, Cambridge, CB1 1EW",Ground,52.206702,0.130421,f,,t,http://www.aromi.co.uk/,01223 300817,aromicambridge,AromiCambridge,f,t,f,t,f,f,t,t,t,f,f,f,f,f,f,f,f,t,f,f,f,f,f,t,t,t,4,38:00.2,31:26.3,4,2,,5,f,t,t,f,2047,2048,info@aromi.co.uk,,f,f,f,f,f,f,f,f,f,f,f,,,,,
172,Aromi (Bene't St),"Extremely popular Sicilian café. Expect to need to buy food to keep your table. The cafe is always very busy; it is a good place to meet up with friends, but not for work that needs concentration. ","1 Bene’t Street
Cambridge",,52.204229,0.118856,f,,f,www.aromi.co.uk/,01223 300117,AromiCambridge,AromiCambridge,f,t,f,f,f,t,t,t,t,f,f,f,f,f,f,t,f,t,f,f,f,f,f,t,t,t,4,01:54.2,11:24.3,4,2,,4,f,f,t,f,1887,1888,info@aromi.co.uk,,f,f,f,f,f,f,f,f,f,f,f,,,,,
109,Squire Law Library Study Areas,"Open plan study areas with reading desks for quiet study on the first, second and third floor of the library","Squire Law Library, Faculty of Law, University of Cambridge 10 West Road, Cambridge CB3 9DZ, UK","First, Second and Third",52.20183,0.10964,t,,t,http://www.squire.law.cam.ac.uk/,01223 330077,,,t,f,f,t,t,f,f,t,f,t,t,t,t,f,t,t,t,t,t,f,f,f,f,t,t,t,3,23:49.9,56:49.6,3,5,25,2,t,t,f,f,1893,1894,squire@law.cam.ac.uk,,f,f,f,f,f,f,f,f,f,f,f,,,,,
114,UL - Rare Books Room,"In the Rare Books Room, you may consult they Library's pre-1900 books and other special collections.  You must bring your library card to access this room.","Cambridge University Library, West Road, Cambridge, CB3 9DR",1st,52.20507,0.10824,t,"For information on how to access the UL, please see: http://www.lib.cam.ac.uk/plan-your-visit/admissions/who-can-use",t,http://www.lib.cam.ac.uk/collections/departments/rare-books,01223 333122,theUL,cambridgeuniversitylibrary,t,f,f,t,t,f,f,f,f,t,t,t,t,f,t,t,t,t,t,f,f,f,f,t,t,t,4,20:09.6,17:25.6,4,5,2,2,t,t,f,f,2113,2114,rarebooks@lib.cam.ac.uk,,f,f,f,f,f,f,f,f,f,f,f,,,,,
212,Dulcedo Patisserie,"Modern patisserie based on Hills Road, just opposite Tesco and five minutes away from Cambridge railway station. Plenty of seating space, with some plug sockets available. Great tasting, locally sourced, coffee, teas, juices and fresh, homemade desserts. 10% discount for students.","Dulcedo Patisserie,
60 Hills Road,
Cambridge,
CB2 1LA",Ground,52.196614,0.129583,f,,,http://www.dulcedopatissiere.co.uk,1223364111,PastryDulcedo,,f,t,f,t,f,f,t,t,t,t,f,f,t,f,f,t,t,t,f,f,f,t,t,t,t,t,3,57:21.2,45:46.0,4,2,,4,f,t,t,t,1907,1908,dulcedopatisserie@icloud.com,,t,f,f,f,f,t,t,f,f,f,f,,,,,
213,Cambridge Centre for Christianity Worldwide Library,"Recently built, quiet and beautiful academic research library, with period windows looking out on the gardens of Westminster College. Equipped with four individual study carrels with plug sockets and light, an archives research table, comfy seating and wireless internet.","Cambridge Centre for Christianity Worldwide
Westminster College
Madingley Road
Cambridge
CB3 0AA",Ground,52.210537,0.11212,t,"Closed each day for lunch, 13:00 to 13:30. No admittance after 16:00..",,https://www.cccw.cam.ac.uk/,+44 (0)1223 330640,CCCWLibrary,CCCWCentre,f,t,f,t,t,t,f,t,f,t,t,t,t,f,t,t,t,t,t,f,f,f,f,t,t,t,,51:11.8,46:02.9,4,5,,2,t,t,f,f,2001,2002,library@cccw.cam.ac.uk,,t,t,t,f,f,t,t,t,f,f,f,,,,,
182,Collaborative Space,"Filled with comfy chairs and different types of tables for you to use in groups or on your own. This is not a silent space, there should be a bit of background noise of people working together. We also have two new big screens for you to connect to while you work on presentations or other projects together. Free wifi access for members of the University through the Eduroam wireless network.","Engineering Department
Trumpington Street
Cambridge CB2 1PZ",1st Floor of the Baker Building,52.197843,0.120737,t,All others please contact Library for access. After 17:00 card access to department members only.,t,http://libguides.cam.ac.uk/engineering,01223 332626,Cambridge_Eng,,f,t,f,t,f,f,t,t,t,t,f,t,f,f,f,t,t,t,t,f,f,f,f,t,f,t,,26:26.3,14:30.0,2,5,31,4,f,t,t,t,1975,1976,cued-library@eng.cam.ac.uk,,t,f,t,f,f,f,f,t,t,f,f,,,,,
184,North Room,"The ultimate group working space, you don't have to be quiet in here. All the furniture can be moved to whatever configuration you need. It has an AV system ideal for practising group and individual presentations or for organising student society events. Free wifi access for members of the University through the Eduroam wireless network.","Department of Engineering
Trumpington Street
Cambridge CB2 1PZ",1st Floor of the Baker Building,52.197843,0.120737,t,All others please contact Library for access. After 17:00 card access to department members only.,t,http://libguides.cam.ac.uk/engineering,01223 332626,Cambridge_Eng,,f,t,f,t,f,f,t,t,t,t,f,t,f,f,f,t,t,t,f,f,f,f,t,t,t,t,,16:41.3,15:47.5,2,5,31,3,f,f,t,t,1977,1978,cued-library@eng.cam.ac.uk,,t,f,t,t,f,f,f,t,t,f,f,,,,,
183, Silent Space,Does what it says on the tin. As quiet as we can make it with big tables and individual study lights to have a bit of room to spread out into. Filled with our books to create a more traditional study environment. Free wifi access for members of the University through the Eduroam wireless network.,"Department of Engineering
Trumpington Street
Cambridge CB2 1PZ",1st Floor of the Baker Building,52.197843,0.120737,t,All others please contact Library for access. After 17:00 card access to department members only.,t,http://libguides.cam.ac.uk/engineering,01223 332626,Cambridge_Eng,,t,f,f,t,f,f,f,f,f,t,f,t,f,f,f,t,t,t,t,f,f,f,f,t,f,t,,54:36.0,17:06.7,2,5,31,1,t,t,f,f,1979,1980,cued-library@eng.cam.ac.uk,kml38@cam.ac.uk,t,f,t,t,f,f,f,t,t,f,f,,,,,
54,Stem+Glory (King Street),"Plant based eatery. Fast and fresh breakfast, brunch and lunch service. For lunch, enjoy a wide range of hot and cold dishes piled high on a plate or three different sizes of take away box. Abundant cake, grab and go snacks and the shakes, tea and coffee.","13 King Street, Cambridge, CB1 1LH",,52.207402,0.122837,f,,t,https://www.stemandglory.uk/,01223 314 331,stemandglory,stemandglory,f,t,f,t,f,t,t,t,t,t,f,f,t,f,f,t,t,t,f,f,f,t,f,t,t,t,3,52:10.6,58:26.3,4,2,,3,f,t,t,f,1987,1988,info@stemandglory.uk,,f,f,f,f,f,f,f,f,f,f,f,,,,,
216,Signorelli's Deli ,"Delicious Italian food made in house, a huge selection of cakes and treats, plus a charcuterie and wine.","17 Burleigh Street
Cambridge, ",,52.206,0.132787,f,,,,07951 673599,,Signorellis-Deli-Cambridge-1822425108044680/,f,t,f,t,f,t,t,t,t,t,f,t,t,f,f,t,f,t,f,f,f,f,f,t,t,t,3,21:44.5,21:44.5,4,2,,3,f,t,t,t,1989,1990,,,f,f,f,f,f,f,f,t,f,f,f,,,,,
217,Cafe Foy,"Foy is an independent café by the riverside, opposite Magdalene College.","Cambridge Quayside,
Cambridge",,52.210184,0.117163,f,,,,,,cafefoy,f,t,f,t,t,t,t,t,t,t,t,f,t,f,f,f,f,t,f,f,f,t,f,t,t,t,4,42:26.5,42:26.5,4,2,,4,f,t,t,t,1991,1992,,,f,f,f,f,f,f,f,f,f,f,f,,,,,
218,Bould Brothers Coffee,"Bould Brothers is the brainchild of Max and Alex Bould, who have a combined decade of experience in the industry and share a passion for specialist coffee. Nip by at breakfast time and you can enjoy treats like banana bread, pastries and toasted brioche with smoked salmon and cream cheese. Come lunch, there are tasty sandwiches in cute packaging, and all day long you can stop by for a home-made sweet treat or cake. ","16 Round Church Street
Cambridge, ",,52.208695,0.11896,f,,,https://bouldbrotherscoffee.co.uk/,,,bouldbrotherscoffee,f,t,t,f,t,t,t,t,t,t,t,f,t,f,f,f,f,t,f,f,f,f,f,t,f,t,4,57:34.3,57:34.3,4,2,,3,f,t,t,t,1993,1994,max@bouldbrothers.com,,f,f,f,f,f,f,t,f,f,f,f,,,,,
219,Greenwich House Cafe,"The Greenwich House Cafe provides an airy and spacious place for your lunch.

There are a range of teas and coffees on offer, jacket potatoes, pastries and various sandwiches, paninis, baguettes and snacks, varying from day to day.  There are options available for all sorts of dietary requirements including gluten-free, dairy-free and vegan - just ask.

Outdoor seating is also available for you to make the most of good weather!","Greenwich House, Madingley Road, Cambridge, CB3 0TX",,52.215316,0.095539,f,,,https://www.greenwich-house.admin.cam.ac.uk/cafe,01223 330273,,,f,t,f,t,f,f,t,t,t,t,f,t,t,f,f,t,f,t,f,f,f,t,f,t,t,t,3,04:42.4,04:42.4,4,2,,3,f,t,t,t,1995,1996,,,t,t,t,f,f,f,f,t,t,f,f,,,,,
220,1815 Bar,"Named after the founding year of the Cambridge Union, the bar is a part of the historical Cambridge Union located in an over 160 years old Victorian Gothic building right in the heart of Cambridge's city centre. 

Lined with signed photographs of famous guests - from Robert Downey Junior to Buzz Aldrin - and with authentic vintage wooden floors, chandeliers, deep leather chairs, and gardens in town, 1815 is open to the public and provides an array of different things, starting from coffees, sandwiches, and pastries in the morning, through wine, beer, and cocktails. 

","9a Bridge Street
Cambridge,
",,52.208491,0.118971,f,,,https://www.1815-bar.co.uk/,,,,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,3,24:17.2,24:17.2,4,2,,1,f,f,f,f,1997,1998,,,f,f,f,f,f,f,f,f,f,f,f,,,,,
214,Woolf Institute Library - Ground Floor Study Area,"Housed in a state-of-the-art contemporary space overlooking the grounds of Westminster College, the Woolf Institute Library offers bespoke furniture, shelving and lighting, all of which create an inviting space in which to study and work.  Large windows provide plenty of natural daylight whilst working at the 10 generously sized study spaces available.  The space is temperature-controlled to provide a comfortable working environment throughout the year. Quiet, thoughtful atmosphere.","Woolf Institute Library
Madingley Road
Cambridge
CB3 0UB",Ground,52.210752,0.111004,t,"the Cambridge Theological Federation and the Cambridge Muslim College. For those from other institutions who would like to use the Library, please contact the Librarian in the first instance to arrange a visit.",,https://www.woolf.cam.ac.uk/study/library,+44(0)1223 761984,,WoolfInstitute,f,t,f,t,t,f,f,t,f,t,t,t,t,f,f,t,t,f,f,f,f,f,f,t,f,t,,06:58.0,48:32.8,3,5,35,2,t,t,t,f,2009,2010,library@woolf.cam.ac.uk,,t,f,t,f,f,f,f,t,f,t,t,,,,,
215,Woolf Institute Library - Basement Study Area,"Housed in a state-of-the-art contemporary space, the Woolf Institute Library offers bespoke furniture, shelving and lighting, all of which create an inviting space in which to study and work. The space contains provides 10 generously sized study spaces and is temperature-controlled to provide a comfortable working environment throughout the year. Quiet, thoughtful atmosphere.","Woolf Institute Library
Madingley Road
Cambridge
CB3 0UB",Basement,52.210752,0.111004,t,"the Cambridge Theological Federation and the Cambridge Muslim College. For those from other institutions who would like to use the Library, please contact the Librarian in the first instance to arrange a visit.",,https://www.woolf.cam.ac.uk/study/library,+44(0)1223 761984,,WoolfInstitute,f,t,f,t,f,f,f,t,f,f,f,t,t,f,f,t,t,f,f,f,f,f,f,t,f,t,,18:48.5,47:34.6,3,5,35,2,t,t,t,f,2007,2008,library@woolf.cam.ac.uk,,t,f,t,f,f,f,f,t,f,t,t,,,,,
222,Bridges Cambridge,"A fairly small location with a good, varied selection of food, drinks, coffee and cakes. This cafe can get busy quite quickly and there is limited seating. A good place to work with background noise.","20 Bridge St, Cambridge CB2 1UF",,52.208803,0.118009,f,,,bridgescambridge.co.uk,01223 300800,BridgesCamb,BridgesCafeCambridge,f,t,f,t,f,f,t,t,t,t,f,f,t,f,f,f,t,t,f,f,f,t,f,f,t,t,3,33:33.9,59:37.0,4,2,,5,f,t,t,f,2029,2030,,,f,f,f,f,f,f,f,f,f,f,f,,,,,
223,Indigo Coffee House,Tiny cafe tucked away in a pedestrian side street. Can get crowded at busy times.,"8 St Edward's Passage, Cambridge CB2 3PJ",,52.204658,0.118117,f,,,,01223 368753,,Indigo-Coffee-House-13132328980/,f,t,f,f,f,t,f,t,t,t,f,f,f,t,f,t,f,t,f,f,f,t,f,f,f,f,2,36:37.8,36:37.8,4,2,,5,f,t,f,f,2013,2014,,,f,f,f,f,f,f,t,f,f,f,f,,,,,
224,Cafe Camtown,"Small and cosy cafe near Orchard Park/Science Park, good variety of breakfast/lunch food.","4 Buchan St, Cambridge CB4 2XF",,52.232107,0.123041,f,,,https://cafe-camtown.business.site/website/cafe-camtown/,01223 360853,,,f,t,f,t,f,t,f,t,t,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,2,36:54.2,36:54.2,4,2,,4,t,f,t,f,2015,2016,,,f,f,f,f,f,f,f,f,f,f,f,,,,,
225,The Boathouse,Pub serving reasonably priced food with beautiful views of the River Cam and lots of outdoor seating. Can get busy during evenings and weekends but has lots of corners to read and work in during the day.,"14 Chesterton Road
Cambridge
CB4 3AX",1,52.213728,0.124172,f,,,https://www.greeneking-pubs.co.uk/pubs/cambridgeshire/boathouse/,1223460905,greeneking,theboathousecam,f,t,f,t,f,f,t,t,t,t,t,f,f,f,f,t,t,t,f,f,f,t,f,t,t,t,3,41:21.0,41:21.0,4,1,,4,f,t,t,f,2017,2018,,,t,f,t,f,f,f,f,t,t,f,f,,,,,
61,Classics - Main Library Space,Ground floor quiet study space with book collection in the middle and large tables either side. ,"Faculty of Classics
Sidgwick Avenue
Cambridge
CB3 9DA",Ground Floor,52.20063,0.11018,f,,f,http://www.classics.cam.ac.uk/library,01223 335154,CFLcam,classicalfacultylibrary,t,f,f,f,f,f,f,f,f,t,f,t,t,f,f,t,t,f,t,f,f,f,f,t,t,t,,20:03.4,38:54.5,4,5,10,2,f,t,f,f,2071,2072,library@classics.cam.ac.uk,"ap361@cam.ac.uk, sh345@cam.ac.uk",t,f,t,t,t,t,f,t,f,f,f,,,,,
4,UL - Reading Room,"The largest reading room in the UL, with seating for over 200.  The Reading Room houses the Library's main reference collection and has a busy but studious atmosphere.","Cambridge University Library, West Road, Cambridge, CB3 9DR",First,52.20507,0.10824,t,"For information on how to access the UL, please see: http://www.lib.cam.ac.uk/plan-your-visit/admissions/who-can-use",t,http://www.lib.cam.ac.uk/collections/departments/reading-room,1223 333016,theUL,cambridgeuniversitylibrary,t,f,t,f,t,f,f,f,f,t,f,t,t,f,f,t,t,t,f,f,f,f,f,t,t,t,4,52:05.7,35:41.2,4,5,2,2,t,t,t,f,2123,2124,,,f,f,f,f,f,f,f,f,f,f,f,,,,,
243,The Snug,Being a bar expect it to be busy at lunch and in the evenings. They also have cocktail making classes that can be earlier in the day so be aware of raucous parties. Early morning and mid afternoon will be quieter but with a buzz of work and people around you.,"67 Lensfield Road, Cambridge, CB2 1EN",,52.197949,0.122951,f,,f,http://www.thesnugbar.co.uk/cambridge-snug-bar/,01223 367684,TheSnugTrumps,thesnugbar,f,t,f,f,f,t,t,t,t,f,f,f,t,f,f,t,f,t,f,f,f,t,f,t,t,t,3,56:11.8,56:11.8,4,1,37,5,f,t,t,t,2125,2126,,,f,f,f,f,f,f,f,f,f,f,f,t,t,t,t,
244,The Snug,Being a bar expect it to be busy at lunch and in the evenings. They also have cocktail making classes that can be earlier in the day so be aware of raucous parties. Early morning and mid afternoon will be quieter but with a buzz of work and people around you.,"67 Lensfield Road, Cambridge, CB2 1EN",,52.197949,0.122951,f,,f,http://www.thesnugbar.co.uk/cambridge-snug-bar/,01223 367684,TheSnugTrumps,thesnugbar,f,t,f,f,f,t,t,t,t,f,f,f,t,f,f,t,f,t,f,f,f,t,f,t,t,t,3,05:47.6,05:47.6,4,1,37,5,f,t,t,t,2127,2128,,,f,f,f,f,f,f,f,f,f,f,f,t,t,t,t,
